"Primary","RelatedTo","RelType"
"1","33","father"
"1","242","child"
"1","649","father"
"1","1062","father"
"1","1162","spouseOrConcubine"
"1","1645","child"
"1","2087","sibling"
"1","2108","sibling"
"1","2128","father"
"4","102","father"
"5","2599","father"
"6","1788","father"
"6","1918","child"
"7","1786","father"
"9","124","father"
"9","1331","child"
"10","1530","child"
"11","271","sibling"
"11","606","sibling"
"11","639","sibling"
"11","1050","sibling"
"11","1106","sibling"
"11","1370","sibling"
"11","1385","sibling"
"11","1474","sibling"
"11","2315","sibling"
"11","2561","child"
"11","3067","sibling"
"12","23","child"
"12","156","sibling"
"12","575","sibling"
"12","1292","sibling"
"12","1784","sibling"
"12","1844","child"
"12","2078","sibling"
"12","2131","sibling"
"12","2181","sibling"
"12","2972","sibling"
"12","3111","sibling"
"13","78","child"
"13","533","sibling"
"13","1231","child"
"13","2504","sibling"
"14","118","spouseOrConcubine"
"14","1512","mother"
"14","2970","child"
"15","1647","sibling"
"15","2469","child"
"16","342","mother"
"16","1520","spouseOrConcubine"
"17","184","sibling"
"17","262","sibling"
"17","423","child"
"17","865","sibling"
"17","1115","sibling"
"17","1137","sibling"
"17","1635","sibling"
"17","2244","sibling"
"17","3037","sibling"
"19","351","sibling"
"19","352","father"
"19","1167","sibling"
"19","1795","child"
"19","1797","father"
"20","126","child"
"20","149","father"
"20","1693","father"
"21","1057","sibling"
"21","1197","sibling"
"21","1201","sibling"
"21","1402","sibling"
"21","2075","child"
"22","1315","child"
"23","12","father"
"23","156","father"
"23","575","father"
"23","1292","father"
"23","1784","father"
"23","1844","spouseOrConcubine"
"23","2078","father"
"23","2131","father"
"23","2181","father"
"23","2972","father"
"23","3052","child"
"23","3111","father"
"25","638","sibling"
"25","1364","child"
"25","1884","sibling"
"26","939","mother"
"26","994","spouseOrConcubine"
"26","2126","spouseOrConcubine"
"27","207","mother"
"27","907","spouseOrConcubine"
"27","994","halfSiblingSameMother"
"27","2138","child"
"27","2941","child"
"27","3055","sibling"
"28","3112","father"
"29","53","spouseOrConcubine"
"29","122","mother"
"29","2105","mother"
"30","678","father"
"30","1472","father"
"30","1576","child"
"30","1704","father"
"30","2022","father"
"30","2059","father"
"30","2571","father"
"30","3059","father"
"31","1075","child"
"31","1603","mother"
"31","2412","spouseOrConcubine"
"31","2531","mother"
"31","2980","mother"
"32","1343","father"
"33","1","child"
"33","649","sibling"
"33","1062","sibling"
"33","1162","child"
"33","2128","sibling"
"34","52","sibling"
"34","80","sibling"
"34","168","sibling"
"34","294","sibling"
"34","436","child"
"34","613","sibling"
"34","864","sibling"
"34","1236","sibling"
"34","1300","sibling"
"34","2121","sibling"
"34","2919","sibling"
"34","2931","sibling"
"35","872","child"
"35","2129","sibling"
"38","318","father"
"38","365","sibling"
"38","1603","halfSiblingSameFather"
"38","1841","child"
"38","2412","child"
"38","2531","halfSiblingSameFather"
"38","2610","sibling"
"38","2980","halfSiblingSameFather"
"38","3098","sibling"
"39","191","sibling"
"39","842","sibling"
"39","1011","sibling"
"39","1345","sibling"
"39","1462","sibling"
"39","1465","sibling"
"39","1640","sibling"
"39","1686","child"
"39","2227","sibling"
"39","2253","sibling"
"39","2568","sibling"
"39","2602","sibling"
"39","2911","sibling"
"41","906","sibling"
"41","1314","child"
"41","1734","sibling"
"42","881","child"
"43","154","father"
"43","1063","father"
"43","2916","father"
"44","903","child"
"44","994","sibling"
"44","1075","sibling"
"44","1129","sibling"
"44","2189","sibling"
"44","2260","sibling"
"44","2387","sibling"
"44","2700","sibling"
"45","2763","father"
"46","401","father"
"47","982","sibling"
"47","1074","child"
"47","2177","sibling"
"48","1522","child"
"48","2483","sibling"
"50","320","sibling"
"50","1617","sibling"
"50","3055","child"
"51","523","father"
"51","2349","child"
"52","34","sibling"
"52","80","sibling"
"52","168","sibling"
"52","294","sibling"
"52","436","child"
"52","613","sibling"
"52","864","sibling"
"52","1236","sibling"
"52","1300","sibling"
"52","2121","sibling"
"52","2919","sibling"
"52","2931","sibling"
"53","29","spouseOrConcubine"
"53","122","father"
"53","2105","father"
"53","2130","sibling"
"53","2542","child"
"54","994","spouseOrConcubine"
"54","2657","mother"
"55","1185","sibling"
"55","1581","child"
"55","1604","halfSiblingSameFather"
"55","1643","halfSiblingSameFather"
"55","1900","halfSiblingSameFather"
"55","2011","halfSiblingSameFather"
"55","2089","halfSiblingSameFather"
"55","2512","halfSiblingSameFather"
"55","2513","child"
"55","3063","halfSiblingSameFather"
"56","471","sibling"
"56","1087","father"
"56","1384","sibling"
"56","1426","sibling"
"56","1445","sibling"
"56","1765","sibling"
"56","2021","sibling"
"56","2240","sibling"
"56","2606","sibling"
"56","3054","child"
"57","666","father"
"57","2181","child"
"58","616","father"
"58","620","father"
"58","630","father"
"58","1348","spouseOrConcubine"
"58","1407","sibling"
"58","1685","father"
"58","1782","spouseOrConcubine"
"58","1978","father"
"58","2075","father"
"58","2143","sibling"
"58","2473","spouseOrConcubine"
"58","2727","father"
"58","2841","child"
"58","3086","father"
"59","97","halfSiblingSameFather"
"59","232","halfSiblingSameFather"
"59","655","halfSiblingSameFather"
"59","728","sibling"
"59","869","sibling"
"59","939","halfSiblingSameFather"
"59","994","child"
"59","1078","sibling"
"59","1143","sibling"
"59","1148","sibling"
"59","1156","sibling"
"59","1163","sibling"
"59","1584","sibling"
"59","1839","child"
"59","2152","halfSiblingSameFather"
"59","2179","sibling"
"59","2213","sibling"
"59","2547","halfSiblingSameFather"
"59","2657","halfSiblingSameFather"
"59","2715","halfSiblingSameFather"
"59","2762","halfSiblingSameFather"
"59","2822","sibling"
"59","2823","father"
"61","921","child"
"62","576","father"
"63","2069","child"
"64","1181","father"
"65","1164","father"
"65","2454","child"
"66","1934","child"
"67","295","sibling"
"67","538","child"
"67","701","sibling"
"67","889","sibling"
"67","1282","sibling"
"67","1408","sibling"
"67","1571","sibling"
"67","2010","sibling"
"67","2113","sibling"
"67","2507","sibling"
"67","2576","sibling"
"67","2675","sibling"
"67","2716","sibling"
"67","2866","sibling"
"68","537","child"
"68","615","sibling"
"68","1047","sibling"
"68","2117","sibling"
"68","2259","spouseOrConcubine"
"69","673","mother"
"69","1748","mother"
"69","1808","spouseOrConcubine"
"70","761","father"
"71","470","sibling"
"71","713","sibling"
"71","1105","sibling"
"71","1112","sibling"
"71","2698","child"
"71","2702","sibling"
"71","2955","sibling"
"71","3066","sibling"
"71","3082","sibling"
"72","877","child"
"73","1850","father"
"76","1464","father"
"76","1683","child"
"77","299","sibling"
"77","300","sibling"
"77","305","sibling"
"77","347","sibling"
"77","971","sibling"
"77","1360","child"
"77","2271","sibling"
"77","2277","sibling"
"77","2366","sibling"
"77","2935","sibling"
"78","13","father"
"78","533","father"
"78","1231","spouseOrConcubine"
"78","1324","child"
"78","2504","father"
"79","630","child"
"79","911","sibling"
"79","1025","sibling"
"79","1341","sibling"
"79","1769","sibling"
"79","1770","sibling"
"79","1887","sibling"
"79","1945","sibling"
"79","2046","sibling"
"79","2094","sibling"
"79","2148","sibling"
"79","2164","sibling"
"79","2837","sibling"
"80","34","sibling"
"80","52","sibling"
"80","168","sibling"
"80","294","sibling"
"80","436","child"
"80","613","sibling"
"80","864","sibling"
"80","1236","sibling"
"80","1300","sibling"
"80","2121","sibling"
"80","2919","sibling"
"80","2931","sibling"
"81","957","child"
"81","1988","father"
"82","155","sibling"
"82","281","sibling"
"82","480","child"
"82","644","sibling"
"82","856","sibling"
"82","1664","sibling"
"82","2063","sibling"
"82","2561","sibling"
"82","2988","sibling"
"84","707","child"
"84","1870","father"
"85","558","father"
"88","2714","child"
"90","2556","father"
"97","59","halfSiblingSameFather"
"97","232","halfSiblingSameFather"
"97","655","halfSiblingSameFather"
"97","728","sibling"
"97","869","sibling"
"97","939","halfSiblingSameFather"
"97","994","child"
"97","1078","sibling"
"97","1143","sibling"
"97","1148","sibling"
"97","1156","sibling"
"97","1163","sibling"
"97","1353","child"
"97","1584","sibling"
"97","2152","halfSiblingSameFather"
"97","2179","sibling"
"97","2213","sibling"
"97","2547","halfSiblingSameFather"
"97","2657","halfSiblingSameFather"
"97","2715","halfSiblingSameFather"
"97","2762","halfSiblingSameFather"
"97","2822","sibling"
"102","4","child"
"104","1215","sibling"
"104","2489","child"
"104","2559","sibling"
"105","412","child"
"105","2001","spouseOrConcubine"
"110","2539","father"
"112","712","child"
"113","120","father"
"113","359","father"
"113","804","father"
"113","1605","spouseOrConcubine"
"113","1631","father"
"113","2243","child"
"114","1792","child"
"115","1423","child"
"116","1147","father"
"117","980","father"
"117","2937","spouseOrConcubine"
"118","14","spouseOrConcubine"
"118","1512","father"
"118","1735","child"
"118","1852","father"
"119","782","father"
"119","1993","sibling"
"119","2055","child"
"119","2363","sibling"
"119","2827","sibling"
"120","113","child"
"120","359","sibling"
"120","804","sibling"
"120","1605","child"
"120","1631","sibling"
"121","359","child"
"121","803","child"
"121","811","sibling"
"121","1632","father"
"121","3064","spouseOrConcubine"
"122","29","child"
"122","53","child"
"122","2105","sibling"
"123","1580","father"
"124","9","child"
"125","287","sibling"
"125","821","sibling"
"125","2445","sibling"
"125","2725","child"
"126","20","father"
"126","163","child"
"127","1125","sibling"
"127","2493","child"
"128","134","sibling"
"128","1039","child"
"128","1301","sibling"
"128","2123","sibling"
"128","2914","sibling"
"129","2558","child"
"130","267","sibling"
"130","1825","sibling"
"130","2590","sibling"
"130","2650","child"
"131","230","child"
"132","1636","sibling"
"132","2618","child"
"133","2604","child"
"134","128","sibling"
"134","1039","child"
"134","1301","sibling"
"134","2123","sibling"
"134","2914","sibling"
"136","589","father"
"137","525","sibling"
"137","843","child"
"137","2249","sibling"
"137","2256","sibling"
"137","2261","sibling"
"137","2392","sibling"
"141","1056","sibling"
"141","1287","father"
"141","1296","sibling"
"141","2550","child"
"142","580","father"
"142","806","father"
"143","152","father"
"144","373","father"
"144","2973","child"
"145","415","spouseOrConcubine"
"146","252","child"
"146","2671","sibling"
"146","2818","sibling"
"149","20","child"
"149","1693","sibling"
"150","209","child"
"150","1170","father"
"151","1591","child"
"152","143","child"
"152","641","mother"
"152","1692","mother"
"152","1990","mother"
"152","2001","mother"
"152","2073","mother"
"152","2478","spouseOrConcubine"
"153","232","mother"
"153","994","spouseOrConcubine"
"154","43","child"
"154","1063","sibling"
"154","2916","sibling"
"155","82","sibling"
"155","281","sibling"
"155","480","child"
"155","644","sibling"
"155","856","sibling"
"155","1664","sibling"
"155","2063","sibling"
"155","2561","sibling"
"155","2988","sibling"
"156","12","sibling"
"156","23","child"
"156","575","sibling"
"156","1292","sibling"
"156","1784","sibling"
"156","1844","child"
"156","2078","sibling"
"156","2131","sibling"
"156","2181","sibling"
"156","2972","sibling"
"156","3111","sibling"
"157","1190","child"
"158","293","sibling"
"158","336","sibling"
"158","423","sibling"
"158","436","sibling"
"158","463","child"
"158","757","sibling"
"158","1038","sibling"
"158","1298","sibling"
"158","1569","sibling"
"158","2115","sibling"
"158","2120","sibling"
"158","2447","sibling"
"159","170","father"
"160","458","sibling"
"160","504","child"
"160","933","sibling"
"160","1040","sibling"
"160","1601","sibling"
"160","2847","sibling"
"160","3057","sibling"
"162","1090","father"
"163","126","father"
"163","1589","sibling"
"163","2350","child"
"164","198","child"
"164","2973","father"
"165","199","child"
"165","2975","father"
"166","363","mother"
"166","732","spouseOrConcubine"
"166","2672","child"
"167","2947","father"
"168","34","sibling"
"168","52","sibling"
"168","80","sibling"
"168","294","sibling"
"168","436","child"
"168","613","sibling"
"168","864","sibling"
"168","1236","sibling"
"168","1300","sibling"
"168","2121","sibling"
"168","2919","sibling"
"168","2931","sibling"
"169","171","sibling"
"169","2109","child"
"170","159","child"
"171","169","sibling"
"171","2109","child"
"172","248","child"
"172","1017","sibling"
"174","690","child"
"174","1805","sibling"
"175","342","child"
"175","958","halfSiblingSameFather"
"175","1226","halfSiblingSameFather"
"175","1332","sibling"
"175","1497","sibling"
"175","1610","halfSiblingSameFather"
"175","2124","child"
"175","2840","sibling"
"175","3050","halfSiblingSameFather"
"177","2444","father"
"178","249","sibling"
"178","3062","child"
"179","503","sibling"
"179","1238","child"
"179","2944","sibling"
"180","256","sibling"
"180","970","sibling"
"180","1093","sibling"
"180","1135","child"
"180","1539","sibling"
"180","1668","sibling"
"180","2301","sibling"
"184","17","sibling"
"184","262","sibling"
"184","423","child"
"184","865","sibling"
"184","1115","sibling"
"184","1137","sibling"
"184","1635","sibling"
"184","2244","sibling"
"184","3037","sibling"
"185","556","sibling"
"185","782","child"
"185","3089","sibling"
"186","2448","sibling"
"186","2749","child"
"190","751","child"
"190","2709","father"
"191","39","sibling"
"191","842","sibling"
"191","1011","sibling"
"191","1345","sibling"
"191","1462","sibling"
"191","1465","sibling"
"191","1640","sibling"
"191","1686","child"
"191","2227","sibling"
"191","2253","sibling"
"191","2568","sibling"
"191","2602","sibling"
"191","2911","sibling"
"192","718","father"
"192","1815","father"
"193","1971","father"
"195","1026","sibling"
"195","1927","sibling"
"195","2248","sibling"
"195","2665","sibling"
"195","2719","child"
"196","601","sibling"
"196","1562","child"
"196","2603","sibling"
"196","3104","sibling"
"197","1144","child"
"197","1281","sibling"
"197","1776","sibling"
"197","1794","sibling"
"197","2242","sibling"
"197","2838","sibling"
"197","2859","child"
"197","3042","sibling"
"198","164","father"
"198","2003","child"
"199","165","father"
"199","378","child"
"200","698","sibling"
"200","834","sibling"
"200","860","sibling"
"200","1475","child"
"205","2663","child"
"205","3022","father"
"206","1291","father"
"206","1535","child"
"207","27","child"
"207","907","child"
"208","1344","child"
"209","150","father"
"209","1169","child"
"212","1891","father"
"213","3072","child"
"214","375","father"
"214","750","spouseOrConcubine"
"214","783","child"
"214","1632","child"
"215","1723","father"
"216","1428","father"
"216","1525","child"
"219","1689","father"
"220","1294","child"
"221","1878","father"
"222","646","sibling"
"222","813","sibling"
"222","1623","sibling"
"222","2192","sibling"
"222","2233","child"
"222","2324","sibling"
"222","2453","sibling"
"222","2627","sibling"
"223","1155","father"
"223","1802","child"
"224","2653","father"
"225","2290","father"
"226","2819","father"
"227","2245","child"
"227","2906","father"
"228","1162","father"
"228","2144","father"
"228","2391","child"
"230","131","father"
"231","439","child"
"232","59","halfSiblingSameFather"
"232","97","halfSiblingSameFather"
"232","153","child"
"232","655","halfSiblingSameFather"
"232","728","sibling"
"232","869","sibling"
"232","939","halfSiblingSameFather"
"232","994","child"
"232","1078","sibling"
"232","1143","sibling"
"232","1148","sibling"
"232","1156","sibling"
"232","1163","sibling"
"232","1584","sibling"
"232","2152","halfSiblingSameFather"
"232","2179","sibling"
"232","2213","sibling"
"232","2547","halfSiblingSameFather"
"232","2657","halfSiblingSameFather"
"232","2715","halfSiblingSameFather"
"232","2762","halfSiblingSameFather"
"232","2822","sibling"
"233","456","sibling"
"233","2442","sibling"
"233","2701","child"
"233","2857","sibling"
"236","761","spouseOrConcubine"
"236","1730","father"
"236","1930","child"
"236","2040","child"
"237","308","sibling"
"237","316","sibling"
"237","748","sibling"
"237","914","child"
"237","1322","sibling"
"237","1361","sibling"
"237","1510","sibling"
"237","1534","sibling"
"237","2738","sibling"
"237","2755","sibling"
"237","3036","sibling"
"239","1963","father"
"239","2160","child"
"240","617","father"
"242","1","father"
"242","658","sibling"
"242","1475","sibling"
"242","1645","spouseOrConcubine"
"242","1790","child"
"242","2087","father"
"242","2108","father"
"242","2929","sibling"
"245","389","child"
"245","1525","father"
"246","2303","father"
"246","3024","child"
"247","432","spouseOrConcubine"
"247","1761","mother"
"247","3061","child"
"248","172","father"
"248","1015","sibling"
"248","1016","sibling"
"248","1017","father"
"248","1238","sibling"
"248","1831","sibling"
"248","2485","child"
"248","2719","sibling"
"248","2860","sibling"
"248","3062","sibling"
"249","178","sibling"
"249","3062","child"
"252","146","father"
"252","290","child"
"252","2671","father"
"252","2818","father"
"253","917","sibling"
"253","923","sibling"
"253","1816","sibling"
"253","1835","sibling"
"253","2100","child"
"253","2150","sibling"
"253","2288","sibling"
"256","180","sibling"
"256","970","sibling"
"256","1093","sibling"
"256","1135","child"
"256","1539","sibling"
"256","1668","sibling"
"256","2301","sibling"
"257","1858","father"
"258","2472","spouseOrConcubine"
"261","2534","father"
"262","17","sibling"
"262","184","sibling"
"262","423","child"
"262","865","sibling"
"262","1115","sibling"
"262","1137","sibling"
"262","1635","sibling"
"262","2244","sibling"
"262","3037","sibling"
"264","1687","child"
"264","2745","sibling"
"266","1218","sibling"
"266","1252","child"
"266","1923","sibling"
"267","130","sibling"
"267","1825","sibling"
"267","2590","sibling"
"267","2650","child"
"268","2327","child"
"269","2939","father"
"271","11","sibling"
"271","606","sibling"
"271","639","sibling"
"271","1050","sibling"
"271","1106","sibling"
"271","1370","sibling"
"271","1385","sibling"
"271","1474","sibling"
"271","2315","sibling"
"271","2561","child"
"271","3067","sibling"
"272","958","child"
"272","1423","sibling"
"272","3100","sibling"
"274","425","father"
"277","623","father"
"277","2130","child"
"277","2486","sibling"
"279","2370","spouseOrConcubine"
"280","654","child"
"280","841","sibling"
"280","2362","sibling"
"281","82","sibling"
"281","155","sibling"
"281","480","child"
"281","644","sibling"
"281","856","sibling"
"281","1664","sibling"
"281","2063","sibling"
"281","2561","sibling"
"281","2988","sibling"
"282","1399","sibling"
"282","2434","sibling"
"282","2730","child"
"284","2587","father"
"285","312","sibling"
"285","349","sibling"
"285","1049","sibling"
"285","1308","father"
"285","1566","father"
"285","1834","sibling"
"285","1944","father"
"285","2613","child"
"285","2908","father"
"286","1773","child"
"287","125","sibling"
"287","821","sibling"
"287","2445","sibling"
"287","2725","child"
"288","1015","child"
"288","2909","sibling"
"290","252","father"
"291","1504","child"
"291","1505","sibling"
"291","2345","sibling"
"291","2346","sibling"
"293","158","sibling"
"293","336","sibling"
"293","423","sibling"
"293","436","sibling"
"293","463","child"
"293","757","sibling"
"293","1038","sibling"
"293","1298","sibling"
"293","1569","sibling"
"293","2115","sibling"
"293","2120","sibling"
"293","2447","sibling"
"294","34","sibling"
"294","52","sibling"
"294","80","sibling"
"294","168","sibling"
"294","436","child"
"294","613","sibling"
"294","864","sibling"
"294","1236","sibling"
"294","1300","sibling"
"294","2121","sibling"
"294","2919","sibling"
"294","2931","sibling"
"295","67","sibling"
"295","538","child"
"295","701","sibling"
"295","889","sibling"
"295","1282","sibling"
"295","1408","sibling"
"295","1571","sibling"
"295","2010","sibling"
"295","2113","sibling"
"295","2507","sibling"
"295","2576","sibling"
"295","2675","sibling"
"295","2716","sibling"
"295","2866","sibling"
"296","311","sibling"
"296","1214","sibling"
"296","1235","sibling"
"296","1262","child"
"296","1351","sibling"
"296","2731","sibling"
"296","3093","sibling"
"299","77","sibling"
"299","300","sibling"
"299","305","sibling"
"299","347","sibling"
"299","971","sibling"
"299","1360","child"
"299","2271","sibling"
"299","2277","sibling"
"299","2366","sibling"
"299","2935","sibling"
"300","77","sibling"
"300","299","sibling"
"300","305","sibling"
"300","347","sibling"
"300","971","sibling"
"300","1360","child"
"300","2271","sibling"
"300","2277","sibling"
"300","2366","sibling"
"300","2935","sibling"
"305","77","sibling"
"305","299","sibling"
"305","300","sibling"
"305","347","sibling"
"305","971","sibling"
"305","1360","child"
"305","2271","sibling"
"305","2277","sibling"
"305","2366","sibling"
"305","2935","sibling"
"308","237","sibling"
"308","316","sibling"
"308","748","sibling"
"308","914","child"
"308","1322","sibling"
"308","1361","sibling"
"308","1510","sibling"
"308","1534","sibling"
"308","2738","sibling"
"308","2755","sibling"
"308","3036","sibling"
"309","622","sibling"
"309","641","halfSiblingSameFather"
"309","1692","halfSiblingSameFather"
"309","1990","halfSiblingSameFather"
"309","2000","sibling"
"309","2001","halfSiblingSameFather"
"309","2073","halfSiblingSameFather"
"309","2444","child"
"309","2478","child"
"310","883","sibling"
"310","1384","child"
"310","2216","sibling"
"310","2304","sibling"
"310","2423","sibling"
"310","2583","sibling"
"311","296","sibling"
"311","1214","sibling"
"311","1235","sibling"
"311","1262","child"
"311","1351","sibling"
"311","2731","sibling"
"311","3093","sibling"
"312","285","sibling"
"312","349","sibling"
"312","535","father"
"312","1049","sibling"
"312","1834","sibling"
"312","2613","child"
"316","237","sibling"
"316","308","sibling"
"316","748","sibling"
"316","914","child"
"316","1322","sibling"
"316","1361","sibling"
"316","1510","sibling"
"316","1534","sibling"
"316","2738","sibling"
"316","2755","sibling"
"316","3036","sibling"
"318","38","child"
"318","567","spouseOrConcubine"
"318","808","father"
"319","472","father"
"319","1171","child"
"320","50","sibling"
"320","1617","sibling"
"320","2992","father"
"320","3055","child"
"323","1697","father"
"326","1352","child"
"329","1621","father"
"330","334","father"
"330","469","child"
"330","1712","father"
"330","2199","father"
"330","2965","father"
"331","3069","father"
"333","764","child"
"333","2867","sibling"
"333","3091","sibling"
"333","3092","sibling"
"334","330","child"
"334","1712","sibling"
"334","2199","sibling"
"334","2965","sibling"
"335","1206","mother"
"335","1710","spouseOrConcubine"
"335","1928","mother"
"335","2369","child"
"336","158","sibling"
"336","293","sibling"
"336","423","sibling"
"336","436","sibling"
"336","463","child"
"336","757","sibling"
"336","1038","sibling"
"336","1298","sibling"
"336","1569","sibling"
"336","2115","sibling"
"336","2120","sibling"
"336","2447","sibling"
"337","463","halfSiblingSameFather"
"337","478","father"
"337","640","father"
"337","645","halfSiblingSameFather"
"337","648","father"
"337","682","child"
"337","973","halfSiblingSameFather"
"337","1012","halfSiblingSameFather"
"337","1262","sibling"
"337","1616","father"
"337","1710","halfSiblingSameFather"
"337","1751","halfSiblingSameFather"
"337","1820","halfSiblingSameFather"
"337","2149","halfSiblingSameFather"
"337","2429","halfSiblingSameFather"
"337","2492","father"
"337","2741","halfSiblingSameFather"
"337","3002","halfSiblingSameFather"
"337","3081","child"
"338","1328","child"
"338","2443","sibling"
"338","2875","sibling"
"340","1877","sibling"
"340","1928","child"
"342","16","child"
"342","175","father"
"342","538","sibling"
"342","843","sibling"
"342","958","father"
"342","1226","father"
"342","1332","father"
"342","1478","spouseOrConcubine"
"342","1497","father"
"342","1520","child"
"342","1610","father"
"342","2124","spouseOrConcubine"
"342","2391","sibling"
"342","2484","halfSiblingSameFather"
"342","2840","father"
"342","3050","father"
"343","506","sibling"
"343","729","child"
"343","2279","sibling"
"344","2497","father"
"347","77","sibling"
"347","299","sibling"
"347","300","sibling"
"347","305","sibling"
"347","971","sibling"
"347","1360","child"
"347","2271","sibling"
"347","2277","sibling"
"347","2366","sibling"
"347","2935","sibling"
"348","763","sibling"
"348","1317","child"
"348","1481","sibling"
"348","1496","sibling"
"348","2589","sibling"
"348","2650","sibling"
"349","285","sibling"
"349","312","sibling"
"349","1049","sibling"
"349","1834","sibling"
"349","2613","child"
"350","999","child"
"350","1818","sibling"
"350","1819","sibling"
"351","19","sibling"
"351","1167","sibling"
"351","1795","child"
"352","19","child"
"352","1797","sibling"
"352","2814","father"
"354","843","spouseOrConcubine"
"354","2249","mother"
"355","1514","father"
"358","2928","child"
"359","113","child"
"359","120","sibling"
"359","121","mother"
"359","803","spouseOrConcubine"
"359","804","sibling"
"359","811","mother"
"359","1605","child"
"359","1631","sibling"
"360","731","sibling"
"360","875","child"
"360","1081","sibling"
"360","2548","sibling"
"360","2592","sibling"
"360","3068","sibling"
"361","886","father"
"363","166","child"
"363","732","child"
"363","2155","father"
"365","38","sibling"
"365","1603","halfSiblingSameFather"
"365","1841","child"
"365","2412","child"
"365","2531","halfSiblingSameFather"
"365","2610","sibling"
"365","2980","halfSiblingSameFather"
"365","3098","sibling"
"367","2020","child"
"367","2550","father"
"368","895","father"
"369","1316","sibling"
"369","1383","sibling"
"369","1700","child"
"369","1755","sibling"
"369","1848","sibling"
"369","2081","sibling"
"369","2197","sibling"
"369","2640","sibling"
"369","3026","sibling"
"371","879","child"
"373","144","child"
"373","1669","father"
"374","2153","child"
"374","2959","sibling"
"375","214","child"
"375","750","child"
"375","882","spouseOrConcubine"
"375","1735","father"
"376","1223","child"
"377","818","child"
"377","1483","father"
"378","199","father"
"378","1669","child"
"379","1295","sibling"
"379","1524","child"
"379","2494","father"
"380","2236","child"
"381","382","sibling"
"381","773","sibling"
"381","803","sibling"
"381","808","child"
"381","2066","sibling"
"381","2660","sibling"
"381","3010","sibling"
"382","381","sibling"
"382","773","sibling"
"382","803","sibling"
"382","808","child"
"382","2066","sibling"
"382","2660","sibling"
"382","3010","sibling"
"383","880","child"
"384","2232","child"
"386","1672","child"
"387","3094","child"
"389","245","father"
"389","2533","child"
"390","604","father"
"394","2415","father"
"398","1436","child"
"398","2921","father"
"400","1130","father"
"401","46","child"
"402","595","sibling"
"402","1457","sibling"
"402","2161","sibling"
"402","2554","sibling"
"402","2620","child"
"406","2858","child"
"407","2952","child"
"409","952","child"
"409","1862","father"
"410","2186","child"
"410","2500","sibling"
"412","105","father"
"414","1144","mother"
"414","1182","child"
"414","1216","spouseOrConcubine"
"415","145","spouseOrConcubine"
"415","2412","sibling"
"415","2762","child"
"415","2825","sibling"
"416","994","spouseOrConcubine"
"416","1089","child"
"416","2152","mother"
"416","2547","mother"
"416","2715","mother"
"416","2762","mother"
"416","2898","spouseOrConcubine"
"417","1494","child"
"421","3018","father"
"423","17","father"
"423","158","sibling"
"423","184","father"
"423","262","father"
"423","293","sibling"
"423","336","sibling"
"423","436","sibling"
"423","463","child"
"423","757","sibling"
"423","865","father"
"423","1038","sibling"
"423","1115","father"
"423","1137","father"
"423","1298","sibling"
"423","1569","sibling"
"423","1635","father"
"423","2115","sibling"
"423","2120","sibling"
"423","2244","father"
"423","2447","sibling"
"423","3037","father"
"424","479","sibling"
"424","1059","sibling"
"424","1206","child"
"424","1240","sibling"
"424","2734","sibling"
"424","2812","sibling"
"425","274","child"
"425","3052","father"
"426","1338","father"
"428","2889","child"
"430","477","sibling"
"430","492","sibling"
"430","603","sibling"
"430","654","sibling"
"430","1420","sibling"
"430","1538","sibling"
"430","2537","sibling"
"430","2679","sibling"
"430","2730","sibling"
"430","2803","sibling"
"430","3104","child"
"431","574","child"
"432","247","spouseOrConcubine"
"432","1761","father"
"433","1555","father"
"434","465","child"
"435","546","child"
"436","34","father"
"436","52","father"
"436","80","father"
"436","158","sibling"
"436","168","father"
"436","293","sibling"
"436","294","father"
"436","336","sibling"
"436","423","sibling"
"436","463","child"
"436","613","father"
"436","757","sibling"
"436","864","father"
"436","1038","sibling"
"436","1236","father"
"436","1298","sibling"
"436","1300","father"
"436","1569","sibling"
"436","2115","sibling"
"436","2120","sibling"
"436","2121","father"
"436","2447","sibling"
"436","2919","father"
"436","2931","father"
"437","2167","child"
"439","231","father"
"439","792","child"
"443","794","father"
"444","828","child"
"444","3009","father"
"450","2307","father"
"451","984","child"
"451","984","halfSiblingSameFather"
"451","985","halfSiblingSameFather"
"451","1830","child"
"451","2103","halfSiblingSameFather"
"452","2811","child"
"454","1463","child"
"456","233","sibling"
"456","2442","sibling"
"456","2701","child"
"456","2857","sibling"
"458","160","sibling"
"458","504","child"
"458","933","sibling"
"458","1040","sibling"
"458","1601","sibling"
"458","2847","sibling"
"458","3057","sibling"
"462","671","child"
"462","1587","sibling"
"462","2723","sibling"
"462","2964","sibling"
"463","158","father"
"463","293","father"
"463","336","father"
"463","337","halfSiblingSameFather"
"463","423","father"
"463","436","father"
"463","645","halfSiblingSameFather"
"463","682","child"
"463","757","father"
"463","973","halfSiblingSameFather"
"463","1012","halfSiblingSameFather"
"463","1038","father"
"463","1262","halfSiblingSameFather"
"463","1298","father"
"463","1569","father"
"463","1710","sibling"
"463","1751","halfSiblingSameFather"
"463","1820","halfSiblingSameFather"
"463","2115","father"
"463","2120","father"
"463","2149","halfSiblingSameFather"
"463","2386","child"
"463","2429","halfSiblingSameFather"
"463","2447","father"
"463","2741","halfSiblingSameFather"
"463","3002","halfSiblingSameFather"
"464","624","child"
"464","3103","sibling"
